BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
5.8151,2,11.6301,3,11.6301,3,15.2475,2,44.3228,3
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,4.5,1,0.0,1,9.0,1
9.3148,2,9.3148,2,9.3148,2,42.1651,3,70.1096,3
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
9.0015,2,0.0,1,18.003,3,51.2287,3,78.2331,3
3.2933,1,0.0,1,6.5867,2,23.1856,2,33.0656,2
9.0015,2,0.0,1,18.003,3,53.7978,3,80.8022,3
5.8151,2,5.8151,2,5.8151,2,0.0,1,17.4452,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
1.8,1,1.8,1,1.8,1,0.0,1,5.4,1
1.909,1,1.909,1,3.8179,1,12.4592,2,20.0951,2
1.6267,1,0.0,1,1.6267,1,10.2856,2,13.539,2
3.2933,1,0.0,1,3.2933,1,16.2519,2,22.8386,2
2.9819,1,2.9819,1,5.9639,2,6.2445,1,18.1723,2
2.9819,1,2.9819,1,5.9639,2,12.4719,2,24.3997,2
2.9819,1,2.9819,1,5.9639,2,12.4719,2,24.3997,2
2.9819,1,2.9819,1,5.9639,2,12.4719,2,24.3997,2
2.9819,1,2.9819,1,5.9639,2,12.4719,2,24.3997,2
2.7,1,2.7,1,5.4,2,11.3873,2,22.1873,2
2.9819,1,2.9819,1,5.9639,2,13.6619,2,25.5897,2
2.9819,1,2.9819,1,5.9639,2,13.6619,2,25.5897,2
2.7,1,0.0,1,2.7,1,17.6019,2,23.0019,2
3.6442,1,3.6442,1,6.6261,2,0.0,1,13.9145,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
7.8419,2,0.0,1,7.8419,2,34.0019,3,49.6858,3
4.0988,1,0.0,1,4.0988,1,11.8232,2,20.0207,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,4.0988,1,4.0988,1,12.2051,2,24.5014,2
4.6101,1,0.0,1,4.6101,1,26.9784,3,36.1986,3
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
4.0988,1,4.0988,1,4.0988,1,9.4949,1,21.7912,1
