BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
7.0319,2,7.0319,2,7.0319,2,0.0,1,21.0958,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
2.9819,1,0.0,1,2.9819,1,17.2577,2,23.2216,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
3.2933,1,0.0,1,3.2933,1,10.0995,2,16.6862,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
7.0319,2,7.0319,2,7.0319,2,0.0,1,21.0958,2
7.0319,2,7.0319,2,14.0639,3,6.0005,1,34.1283,3
2.7,1,2.7,1,5.4,2,2.5398,1,13.3398,2
2.7,1,2.7,1,5.4,2,2.5398,1,13.3398,2
2.7,1,2.7,1,5.4,2,2.5398,1,13.3398,2
3.6442,1,7.2884,2,7.2884,2,8.5008,1,26.7216,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
6.3488,2,6.3488,2,6.3488,2,0.0,1,19.0463,2
4.0988,1,0.0,1,4.0988,1,12.7772,2,20.9747,2
4.0988,1,0.0,1,4.0988,1,12.7772,2,20.9747,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
8.6744,2,8.6744,2,8.6744,2,0.0,1,26.0232,2
7.64,2,0.0,1,7.64,2,24.9256,2,40.2055,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
5.8151,2,5.8151,2,5.8151,2,0.0,1,17.4452,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
7.64,2,7.64,2,7.64,2,18.9095,2,41.8294,2
