BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.4535,1,4.4535,1,8.9069,2,46.6303,3,64.4442,3
6.3488,2,6.3488,2,6.3488,2,0.0,1,19.0463,2
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,7.2884,2,52.6776,3,67.2543,3
4.4535,1,4.4535,1,8.9069,2,24.1727,2,41.9866,2
3.2933,1,3.2933,1,5.7334,2,0.0,1,12.3201,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
4.4535,1,4.4535,1,8.9069,2,6.8921,1,24.706,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,6.48,2,5.2324,1,18.1924,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
11.121,3,11.121,3,11.121,3,48.6222,3,81.9852,3
11.121,3,11.121,3,11.121,3,36.9144,3,70.2774,3
3.2933,1,3.2933,1,3.2933,1,11.1813,2,21.0613,2
3.2933,1,3.2933,1,3.2933,1,11.4121,2,21.2921,2
2.9819,1,2.9819,1,5.9639,2,7.627,1,19.5548,2
9.3366,2,9.3366,2,9.3366,2,0.0,1,28.0099,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,4.0988,1,4.0988,1,18.4868,2,30.7832,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,0.0,1,4.0988,1,19.5709,2,27.7685,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,0.0,1,4.0988,1,43.5271,3,51.7247,3
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,0.0,1,4.0988,1,13.383,2,21.5806,2
5.8431,2,0.0,1,5.8431,2,19.7321,2,31.4183,2
4.6101,1,0.0,1,9.2202,2,32.3741,3,46.2044,3
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
2.7,1,5.4,2,5.4,2,31.0306,3,44.5306,3
3.24,1,6.48,2,6.48,2,37.2969,3,53.4969,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
4.4535,1,4.4535,1,8.9069,2,50.017,3,67.8308,3
3.24,1,3.24,1,6.48,2,22.0216,2,34.9816,2
3.24,1,3.24,1,6.48,2,22.0216,2,34.9816,2
3.24,1,3.24,1,6.48,2,10.7999,2,23.7599,2
3.24,1,3.24,1,6.48,2,10.7999,2,23.7599,2
6.7935,2,6.7935,2,13.587,3,17.7224,2,44.8964,3
2.7,1,2.7,1,5.4,2,8.0403,1,18.8403,2
2.7,1,2.7,1,5.4,2,8.0403,1,18.8403,2
2.7,1,2.7,1,5.4,2,16.1196,2,26.9196,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
1.5621,1,0.0,1,1.5621,1,6.6797,1,9.8039,1
7.64,2,7.64,2,15.2799,3,21.4575,2,52.0173,3
3.2933,1,3.2933,1,3.2933,1,11.8464,2,21.7264,2
3.2933,1,3.2933,1,3.2933,1,31.6976,3,41.5776,3
2.9819,1,2.9819,1,5.9639,2,7.3832,1,19.311,2
2.9819,1,2.9819,1,5.9639,2,6.6891,1,18.6169,2
9.0015,2,9.0015,2,9.0015,2,31.3555,3,58.36,3
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
3.6442,1,3.6442,1,3.6442,1,41.1119,3,52.0445,3
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.6372,1,3.6372,1,3.6372,1,29.8081,3,40.7198,3
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,5.4,2,8.1275,1,18.9275,2
2.9819,1,2.9819,1,5.9639,2,8.9142,1,20.842,2
2.9819,1,2.9819,1,5.9639,2,8.9142,1,20.842,2
4.0988,1,4.0988,1,8.1975,2,12.1622,2,28.5573,2
3.2933,1,3.2933,1,6.5867,2,9.783,1,22.9564,2
4.0988,1,4.0988,1,8.1975,2,12.1622,2,28.5573,2
2.7,1,2.7,1,5.4,2,16.7689,2,27.5689,2
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
9.6495,2,9.6495,2,9.6495,2,0.0,1,28.9484,2
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
3.2933,1,3.2933,1,3.2933,1,0.0,1,9.88,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
7.0981,2,7.0981,2,7.0981,2,0.0,1,21.2942,2
3.888,1,3.888,1,7.776,2,41.4508,3,57.0028,3
6.3488,2,6.3488,2,6.3488,2,0.0,1,19.0463,2
5.4425,2,5.4425,2,5.4425,2,0.0,1,16.3275,2
2.4401,1,2.4401,1,4.8801,1,35.7939,3,45.5542,3
2.9819,1,2.9819,1,5.9639,2,43.743,3,55.6708,3
2.4401,1,2.4401,1,4.8801,1,35.7939,3,45.5542,3
2.4401,1,2.4401,1,4.8801,1,35.7939,3,45.5542,3
2.9819,1,2.9819,1,5.9639,2,43.743,3,55.6708,3
2.4401,1,2.4401,1,4.8801,1,35.7939,3,45.5542,3
3.2933,1,0.0,1,3.2933,1,10.0995,2,16.6862,2
2.7,1,2.7,1,5.4,2,5.7015,1,16.5015,2
3.2933,1,0.0,1,3.2933,1,83.518,4,90.1047,4
2.9819,1,2.9819,1,5.9639,2,46.4879,3,58.4157,3
2.9819,1,2.9819,1,5.9639,2,46.4879,3,58.4157,3
3.2933,1,0.0,1,3.2933,1,83.518,4,90.1047,4
3.2933,1,0.0,1,3.2933,1,21.0933,2,27.68,2
3.6372,1,3.6372,1,7.2745,2,16.9795,2,31.5285,2
2.4401,1,2.4401,1,4.8801,1,40.3984,3,50.1587,3
3.6372,1,0.0,1,3.6372,1,85.6669,4,92.9414,4
2.9819,1,2.9819,1,5.9639,2,13.042,2,24.9698,2
2.4401,1,2.4401,1,4.8801,1,27.9352,3,37.6954,3
2.9819,1,2.9819,1,5.9639,2,34.139,3,46.0668,3
2.4401,1,2.4401,1,4.8801,1,27.9352,3,37.6954,3
2.4401,1,2.4401,1,4.8801,1,27.9352,3,37.6954,3
4.6101,1,4.6101,1,9.2202,2,54.6381,3,73.0784,3
12.263,3,12.263,3,12.263,3,159.7166,4,196.5057,4
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,6.48,2,3.24,1,0.0,1,12.96,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
5.4425,2,5.4425,2,5.4425,2,0.0,1,16.3275,2
5.4425,2,5.4425,2,5.4425,2,0.0,1,16.3275,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
5.1012,2,5.1012,2,5.1012,2,17.8335,2,33.1371,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
9.0015,2,9.0015,2,9.0015,2,53.6499,3,80.6543,3
4.0988,1,4.0988,1,4.0988,1,28.3344,3,40.6307,3
4.0988,1,4.0988,1,8.1975,2,14.5507,2,30.9458,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.888,1,7.776,2,3.888,1,0.0,1,15.552,2
