BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
2.7,1,0.0,1,2.7,1,12.0238,2,17.4238,2
3.6442,1,0.0,1,3.6442,1,10.7986,2,18.0869,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
9.6495,2,9.6495,2,9.6495,2,0.0,1,28.9484,2
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
9.3366,2,9.3366,2,9.3366,2,0.0,1,28.0099,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
7.0319,2,7.0319,2,14.0639,3,5.6885,1,33.8162,3
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
5.1012,2,5.1012,2,5.1012,2,21.3389,2,36.6425,2
4.0988,1,4.0988,1,4.0988,1,18.0429,2,30.3392,2
3.2933,1,3.2933,1,3.2933,1,11.8464,2,21.7264,2
2.7,1,0.0,1,2.7,1,9.2525,1,14.6525,1
3.6442,1,3.6442,1,7.2884,2,7.52,1,22.0967,2
3.6442,1,3.6442,1,7.2884,2,9.6732,1,24.2499,2
3.6442,1,3.6442,1,7.2884,2,9.6732,1,24.2499,2
3.6442,1,3.6442,1,7.2884,2,9.6732,1,24.2499,2
2.9819,1,2.9819,1,5.9639,2,7.9154,1,19.8432,2
2.9819,1,2.9819,1,5.9639,2,8.461,1,20.3888,2
2.9819,1,2.9819,1,5.9639,2,8.461,1,20.3888,2
2.9819,1,2.9819,1,5.9639,2,9.7625,1,21.6903,2
3.6442,1,3.6442,1,7.2884,2,11.9306,2,26.5073,2
2.7,1,0.0,1,2.7,1,12.4153,2,17.8153,2
2.7,1,0.0,1,5.4,2,8.8976,1,16.9976,2
3.6442,1,3.6442,1,7.2884,2,10.6047,2,25.1814,2
2.9819,1,2.9819,1,5.9639,2,8.6776,1,20.6054,2
2.9819,1,2.9819,1,5.9639,2,8.6776,1,20.6054,2
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.4401,1,2.4401,1,4.8801,1,5.8873,1,15.6476,1
7.8419,2,0.0,1,7.8419,2,18.8293,2,34.5132,2
10.6008,3,10.6008,3,21.2016,4,62.5231,4,104.9263,4
2.7,1,0.0,1,2.7,1,8.457,1,13.857,1
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
7.64,2,7.64,2,7.64,2,0.0,1,22.9199,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
5.8151,2,5.8151,2,11.6301,3,13.5441,2,36.8043,3
2.7,1,2.7,1,5.4,2,6.6513,1,17.4513,2
2.25,1,2.25,1,4.5,1,5.5339,1,14.5339,1
2.25,1,2.25,1,4.5,1,5.5339,1,14.5339,1
2.25,1,2.25,1,4.5,1,5.5339,1,14.5339,1
2.7,1,2.7,1,5.4,2,6.6513,1,17.4513,2
2.7,1,2.7,1,5.4,2,6.6513,1,17.4513,2
2.7,1,2.7,1,5.4,2,6.6513,1,17.4513,2
3.6442,1,3.6442,1,7.2884,2,10.8938,2,25.4705,2
2.25,1,2.25,1,4.5,1,6.872,1,15.872,1
2.25,1,2.25,1,4.5,1,6.872,1,15.872,1
2.25,1,2.25,1,4.5,1,6.872,1,15.872,1
2.25,1,2.25,1,4.5,1,7.7849,1,16.7849,1
2.25,1,2.25,1,4.5,1,7.7849,1,16.7849,1
2.7,1,0.0,1,5.4,2,13.2034,2,21.3034,2
2.7,1,2.7,1,5.4,2,9.3568,1,20.1568,2
2.7,1,2.7,1,5.4,2,9.3568,1,20.1568,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,7.2884,2,14.3884,2,28.9651,2
4.4535,1,4.4535,1,8.9069,2,17.3708,2,35.1847,2
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.2933,1,3.2933,1,3.2933,1,19.1706,2,29.0506,2
2.9819,1,2.9819,1,5.9639,2,11.2995,2,23.2273,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
2.7,1,2.7,1,5.4,2,10.3024,2,21.1024,2
7.0319,2,7.0319,2,7.0319,2,0.0,1,21.0958,2
7.8419,2,15.6839,3,7.8419,2,0.0,1,31.3678,3
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
7.64,2,7.64,2,7.64,2,0.0,1,22.9199,2
9.3366,2,9.3366,2,9.3366,2,0.0,1,28.0099,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
4.4535,1,0.0,1,8.9069,2,19.0816,2,32.442,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
