BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
5.8151,2,5.8151,2,11.6301,3,12.6358,2,35.896,3
3.2933,1,3.2933,1,6.5867,2,9.783,1,22.9564,2
2.9819,1,2.9819,1,5.9639,2,8.9142,1,20.842,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.2933,1,3.2933,1,3.2933,1,13.4538,2,23.3339,2
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
2.9819,1,2.9819,1,5.422,2,0.0,1,11.3859,2
3.6372,1,0.0,1,3.6372,1,13.6486,2,20.9231,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,4.0988,1,4.0988,1,18.0429,2,30.3392,2
4.0988,1,4.0988,1,4.0988,1,11.7109,2,24.0073,2
7.0319,2,7.0319,2,14.0639,3,19.6776,2,47.8054,3
2.25,1,2.25,1,4.5,1,6.6896,1,15.6896,1
2.25,1,2.25,1,4.5,1,6.6896,1,15.6896,1
2.25,1,2.25,1,4.5,1,6.6896,1,15.6896,1
2.25,1,2.25,1,4.5,1,6.6896,1,15.6896,1
2.25,1,2.25,1,4.5,1,6.6896,1,15.6896,1
3.2933,1,0.0,1,6.5867,2,14.2424,2,24.1224,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
6.2516,2,6.2516,2,6.2516,2,0.0,1,18.7548,2
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
4.0988,1,4.0988,1,4.0988,1,0.0,1,12.2963,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
9.0015,2,9.0015,2,9.0015,2,36.4896,3,63.494,3
4.6101,1,4.6101,1,4.6101,1,22.6648,2,36.495,2
3.6442,1,3.6442,1,7.2884,2,13.277,2,27.8537,2
4.0988,1,0.0,1,4.0988,1,20.8745,2,29.072,2
4.4535,1,4.4535,1,8.9069,2,9.8808,1,27.6947,2
3.6442,1,3.6442,1,7.2884,2,18.1448,2,32.7215,2
3.888,1,3.888,1,7.776,2,19.2779,2,34.8299,2
4.4535,1,4.4535,1,8.9069,2,21.9058,2,39.7197,2
4.4535,1,4.4535,1,8.9069,2,21.9058,2,39.7197,2
3.24,1,3.24,1,6.48,2,16.0467,2,29.0067,2
4.0988,1,0.0,1,4.0988,1,31.2281,3,39.4257,3
3.24,1,3.24,1,6.48,2,7.3937,1,20.3537,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
11.4101,3,11.4101,3,11.4101,3,42.0831,3,76.3134,3
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
8.6744,2,8.6744,2,17.3488,3,22.1355,2,56.8331,3
3.24,1,6.48,2,6.48,2,8.8513,1,25.0513,2
3.24,1,3.24,1,6.48,2,8.6719,1,21.6319,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.24,1,3.24,1,6.48,2,8.6719,1,21.6319,2
7.8419,2,7.8419,2,15.6839,3,20.0731,2,51.4409,3
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,6.48,2,6.48,2,10.6956,2,26.8956,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.24,1,3.24,1,6.48,2,4.1563,1,17.1163,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
5.8431,2,0.0,1,5.8431,2,24.0046,2,35.6908,2
