BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
4.8021,1,4.8021,1,4.8021,1,0.0,1,14.4062,1
8.8139,2,8.8139,2,8.8139,2,0.0,1,26.4418,2
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
8.8139,2,8.8139,2,8.8139,2,0.0,1,26.4418,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
10.5833,3,10.5833,3,10.5833,3,0.0,1,31.75,3
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,6.48,2,0.0,1,12.96,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,6.48,2,5.0126,1,17.9726,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,0.0,1,8.1975,2,14.0857,2,26.382,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
8.8139,2,8.8139,2,8.8139,2,0.0,1,26.4418,2
8.8139,2,8.8139,2,8.8139,2,0.0,1,26.4418,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.888,1,3.888,1,3.888,1,0.0,1,11.664,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
4.0988,1,0.0,1,4.0988,1,14.1943,2,22.3918,2
8.6744,2,8.6744,2,8.6744,2,0.0,1,26.0232,2
3.24,1,6.48,2,3.24,1,0.0,1,12.96,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
9.6495,2,9.6495,2,9.6495,2,0.0,1,28.9484,2
3.6442,1,3.6442,1,7.2884,2,14.3884,2,28.9651,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,7.2884,2,17.2637,2,31.8404,2
3.6442,1,3.6442,1,7.2884,2,17.2637,2,31.8404,2
3.6442,1,3.6442,1,7.2884,2,17.2637,2,31.8404,2
3.6442,1,3.6442,1,7.2884,2,17.2637,2,31.8404,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.24,1,6.48,2,6.48,2,14.08,2,30.28,2
5.1012,2,5.1012,2,5.1012,2,16.2282,2,31.5317,2
4.6101,1,4.6101,1,4.6101,1,14.8976,2,28.7279,2
4.0988,1,4.0988,1,4.0988,1,0.0,1,12.2963,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,7.2884,2,4.4505,1,19.0272,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
8.6744,2,8.6744,2,8.6744,2,0.0,1,26.0232,2
8.6744,2,8.6744,2,8.6744,2,0.0,1,26.0232,2
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
