BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
3.2933,1,0.0,1,3.2933,1,11.9412,2,18.5279,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,8.9069,2,4.4535,1,0.0,1,17.8139,2
3.6442,1,3.6442,1,7.2884,2,70.8233,4,85.4,4
4.4535,1,4.4535,1,8.9069,2,84.6453,4,102.4592,4
6.3488,2,6.3488,2,6.3488,2,0.0,1,19.0463,2
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,0.0,1,4.0988,1,13.6455,2,21.843,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
5.8431,2,0.0,1,5.8431,2,18.6333,2,30.3196,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.3001,2,7.3001,2,7.3001,2,0.0,1,21.9002,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
