BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.4535,1,4.4535,1,8.9069,2,46.6303,3,64.4442,3
6.3488,2,6.3488,2,6.3488,2,0.0,1,19.0463,2
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
6.3488,2,6.3488,2,6.3488,2,0.0,1,19.0463,2
5.4425,2,5.4425,2,5.4425,2,0.0,1,16.3275,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.0988,1,4.0988,1,8.1975,2,58.8109,3,75.206,3
4.4535,1,4.4535,1,8.9069,2,24.1727,2,41.9866,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
4.4535,1,4.4535,1,8.9069,2,6.8921,1,24.706,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,6.48,2,5.2324,1,18.1924,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
11.121,3,11.121,3,11.121,3,48.6222,3,81.9852,3
11.121,3,11.121,3,11.121,3,36.9144,3,70.2774,3
3.2933,1,3.2933,1,3.2933,1,11.1813,2,21.0613,2
3.2933,1,3.2933,1,3.2933,1,11.4121,2,21.2921,2
2.9819,1,2.9819,1,5.9639,2,7.627,1,19.5548,2
9.3366,2,9.3366,2,9.3366,2,0.0,1,28.0099,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,4.0988,1,4.0988,1,18.4868,2,30.7832,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,0.0,1,4.0988,1,19.5709,2,27.7685,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,0.0,1,4.0988,1,43.5271,3,51.7247,3
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
4.0988,1,0.0,1,4.0988,1,13.383,2,21.5806,2
4.0988,1,0.0,1,4.0988,1,15.2527,2,23.4502,2
3.2933,1,0.0,1,6.5867,2,25.312,3,35.192,3
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
2.7,1,5.4,2,5.4,2,31.0306,3,44.5306,3
3.24,1,6.48,2,6.48,2,37.2969,3,53.4969,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
3.24,1,3.24,1,6.48,2,37.2969,3,50.2569,3
4.4535,1,4.4535,1,8.9069,2,50.017,3,67.8308,3
3.24,1,3.24,1,6.48,2,22.0216,2,34.9816,2
3.24,1,3.24,1,6.48,2,22.0216,2,34.9816,2
3.24,1,3.24,1,6.48,2,10.7999,2,23.7599,2
3.24,1,3.24,1,6.48,2,10.7999,2,23.7599,2
6.7935,2,6.7935,2,13.587,3,17.7224,2,44.8964,3
2.7,1,2.7,1,5.4,2,8.0403,1,18.8403,2
2.7,1,2.7,1,5.4,2,8.0403,1,18.8403,2
2.7,1,2.7,1,5.4,2,16.1196,2,26.9196,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
1.5621,1,0.0,1,1.5621,1,6.6797,1,9.8039,1
7.64,2,7.64,2,15.2799,3,21.4575,2,52.0173,3
3.2933,1,3.2933,1,3.2933,1,11.8464,2,21.7264,2
3.2933,1,3.2933,1,3.2933,1,31.6976,3,41.5776,3
2.9819,1,2.9819,1,5.9639,2,7.3832,1,19.311,2
2.9819,1,2.9819,1,5.9639,2,6.6891,1,18.6169,2
9.0015,2,9.0015,2,9.0015,2,31.3555,3,58.36,3
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
3.6442,1,3.6442,1,3.6442,1,41.1119,3,52.0445,3
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
5.1012,2,5.1012,2,5.1012,2,0.0,1,15.3036,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.6372,1,3.6372,1,3.6372,1,29.8081,3,40.7198,3
2.25,1,2.25,1,2.25,1,0.0,1,6.75,1
6.4901,2,6.4901,2,6.4901,2,0.0,1,19.4702,2
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
7.8419,2,7.8419,2,7.8419,2,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,5.4,2,8.1275,1,18.9275,2
3.6442,1,3.6442,1,7.2884,2,10.7619,2,25.3386,2
3.6442,1,3.6442,1,7.2884,2,10.7619,2,25.3386,2
5.1012,2,5.1012,2,10.2024,3,14.9591,2,35.3638,3
4.0988,1,4.0988,1,8.1975,2,12.0302,2,28.4253,2
5.1012,2,5.1012,2,10.2024,3,14.9591,2,35.3638,3
2.7,1,2.7,1,5.4,2,16.7689,2,27.5689,2
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
11.9423,3,11.9423,3,11.9423,3,0.0,1,35.827,3
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.0988,1,4.0988,1,4.0988,1,0.0,1,12.2963,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
8.6744,2,8.6744,2,8.6744,2,0.0,1,26.0232,2
3.888,1,3.888,1,7.776,2,41.4508,3,57.0028,3
6.3488,2,6.3488,2,6.3488,2,0.0,1,19.0463,2
5.4425,2,5.4425,2,5.4425,2,0.0,1,16.3275,2
2.9819,1,2.9819,1,5.9639,2,43.1049,3,55.0327,3
3.6442,1,3.6442,1,7.2884,2,52.6776,3,67.2543,3
2.9819,1,2.9819,1,5.9639,2,43.1049,3,55.0327,3
2.9819,1,2.9819,1,5.9639,2,43.1049,3,55.0327,3
3.6442,1,3.6442,1,7.2884,2,52.6776,3,67.2543,3
2.9819,1,2.9819,1,5.9639,2,43.1049,3,55.0327,3
3.2933,1,0.0,1,3.2933,1,10.0995,2,16.6862,2
2.7,1,2.7,1,5.4,2,5.7015,1,16.5015,2
3.2933,1,0.0,1,3.2933,1,83.518,4,90.1047,4
3.6442,1,3.6442,1,7.2884,2,55.9831,3,70.5598,3
3.6442,1,3.6442,1,7.2884,2,55.9831,3,70.5598,3
3.2933,1,0.0,1,3.2933,1,83.518,4,90.1047,4
3.2933,1,0.0,1,3.2933,1,21.0933,2,27.68,2
4.6101,1,4.6101,1,9.2202,2,20.8928,2,39.3331,2
2.9819,1,2.9819,1,5.9639,2,48.6499,3,60.5777,3
3.6372,1,0.0,1,3.6372,1,85.6669,4,92.9414,4
2.7,1,2.7,1,5.4,2,11.9078,2,22.7078,2
2.25,1,2.25,1,4.5,1,25.9339,3,34.9339,3
2.7,1,2.7,1,5.4,2,31.1702,3,41.9702,3
2.25,1,2.25,1,4.5,1,25.9339,3,34.9339,3
2.25,1,2.25,1,4.5,1,25.9339,3,34.9339,3
2.9819,1,2.9819,1,5.9639,2,37.4947,3,49.4225,3
12.263,3,12.263,3,12.263,3,159.7166,4,196.5057,4
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,6.48,2,3.24,1,0.0,1,12.96,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
5.4425,2,5.4425,2,5.4425,2,0.0,1,16.3275,2
6.3488,2,6.3488,2,6.3488,2,0.0,1,19.0463,2
5.4425,2,5.4425,2,5.4425,2,0.0,1,16.3275,2
5.4425,2,5.4425,2,5.4425,2,0.0,1,16.3275,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
5.1012,2,5.1012,2,5.1012,2,17.8335,2,33.1371,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
9.0015,2,9.0015,2,9.0015,2,53.6499,3,80.6543,3
4.0988,1,4.0988,1,4.0988,1,28.3344,3,40.6307,3
4.0988,1,4.0988,1,8.1975,2,14.5507,2,30.9458,2
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
3.888,1,7.776,2,3.888,1,0.0,1,15.552,2
