BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
2.7,1,5.4,1,5.4,1,6.7412,1,20.2412,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,2
3.24,1,6.48,1,3.24,1,0.0,1,12.96,2
3.6442,1,3.6442,1,7.2884,1,69.9653,4,84.5421,4
9.3366,1,9.3366,1,9.3366,1,0.0,1,28.0099,3
12.1457,2,12.1457,2,24.2915,2,225.034,4,273.617,4
5.1012,1,5.1012,1,5.1012,1,0.0,1,15.3036,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.8419,1,7.8419,1,7.8419,1,0.0,1,23.5258,2
7.8419,1,7.8419,1,7.8419,1,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,0.0,1,3.24,1,9.7746,1,16.2546,2
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,2
4.4535,1,4.4535,1,8.9069,1,10.0403,2,27.8542,3
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
7.3001,1,7.3001,1,7.3001,1,0.0,1,21.9002,2
7.8419,1,7.8419,1,7.8419,1,0.0,1,23.5258,2
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
