BB,BB Band,BP,BP Band,SB,SB Band,VB,VB Band,Overall Risk Level,Overall Risk Level Band
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
4.6101,1,0.0,1,4.6101,1,14.9507,2,24.1709,2
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
3.6442,1,3.6442,1,3.6442,1,0.0,1,10.9325,1
4.0988,1,4.0988,1,4.0988,1,0.0,1,12.2963,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
10.6008,3,10.6008,3,10.6008,3,0.0,1,31.8024,3
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
4.4535,1,4.4535,1,4.4535,1,0.0,1,13.3604,1
3.24,1,3.24,1,3.24,1,0.0,1,9.72,1
2.9819,1,2.9819,1,5.9639,2,7.6087,1,19.5365,2
2.9819,1,2.9819,1,5.9639,2,7.6087,1,19.5365,2
2.9819,1,2.9819,1,2.9819,1,0.0,1,8.9458,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
7.0319,2,7.0319,2,14.0639,3,5.6885,1,33.8162,3
2.7,1,2.7,1,2.7,1,0.0,1,8.1,1
2.7,1,5.4,2,2.7,1,0.0,1,10.8,2
5.1012,2,5.1012,2,5.1012,2,16.707,2,32.0106,2
4.0988,1,4.0988,1,4.0988,1,18.0429,2,30.3392,2
3.2933,1,3.2933,1,3.2933,1,11.8464,2,21.7264,2
5.1012,2,0.0,1,5.1012,2,16.67,2,26.8724,2
2.9819,1,2.9819,1,5.9639,2,6.2445,1,18.1723,2
2.9819,1,2.9819,1,5.9639,2,8.0325,1,19.9603,2
2.9819,1,2.9819,1,5.9639,2,8.0325,1,19.9603,2
3.2933,1,3.2933,1,9.0267,2,12.1625,2,27.7759,2
2.4401,1,2.4401,1,4.8801,1,6.5729,1,16.3331,1
2.4401,1,2.4401,1,4.8801,1,7.0259,1,16.7862,1
2.4401,1,2.4401,1,4.8801,1,7.0259,1,16.7862,1
2.4401,1,2.4401,1,4.8801,1,8.1067,1,17.867,1
2.9819,1,2.9819,1,5.9639,2,9.907,1,21.8348,2
3.2933,1,0.0,1,3.2933,1,17.7985,2,24.3852,2
3.2933,1,0.0,1,3.2933,1,12.4069,2,18.9936,2
2.9819,1,2.9819,1,5.9639,2,8.8061,1,20.7338,2
2.4401,1,2.4401,1,4.8801,1,7.2058,1,16.966,1
2.4401,1,2.4401,1,4.8801,1,7.2058,1,16.966,1
8.6744,2,8.6744,2,17.3488,3,24.2671,2,58.9647,3
2.6462,1,2.6462,1,5.2924,2,6.3447,1,16.9294,2
11.121,3,0.0,1,11.121,3,27.9698,3,50.2117,3
8.6744,2,8.6744,2,17.3488,3,51.4335,3,86.1311,3
3.2933,1,0.0,1,3.2933,1,12.1238,2,18.7105,2
8.6744,2,8.6744,2,17.3488,3,73.3759,4,108.0735,4
7.64,2,7.64,2,7.64,2,0.0,1,22.9199,2
3.2933,1,0.0,1,3.2933,1,27.536,3,34.1227,3
